标题,户型,面积,朝向,楼层,建造年份,小区名称,区域,商圈,地址,标签,总价(万),单价(元/㎡),面积_数值,总价_数值,单价_数值,建造年份_数值,房间数
地铁口精装3房，业主急售，看房方便，价格可谈,3室2厅1卫,73.34㎡,南,中层(共33层),1997年建造,茂业城,布吉,大芬,龙岗大道2141号,"南,满五年,近地铁,采光较好",155.0,21135元/㎡,73.34,155.0,21135.0,1997.0,3.0
四季山水梅林豪宅标杆精致大两房，傍山靠水业主本小区置换急卖,2室2厅1卫,80.37㎡,南北,中层(共32层),2014年建造,新世界四季山水(二期),福田,下梅林,梅北路9号,"南北,满五年,近地铁,绿化率高",550.0,68434元/㎡,80.37,550.0,68434.0,2014.0,2.0
文锦大厦 朝南 3 0  8三居 70年商品住宅  拎包入住,3室1厅1卫,82.1㎡,南,低层(共32层),2000年建造,文锦大厦,罗湖,人民南,春风路1048号,"南,满五年,近地铁",308.0,37516元/㎡,82.1,308.0,37516.0,2000.0,3.0
6号线光明大街站 新地中央花园 业主诚心出售 周边配套成熟,2室2厅1卫,81.74㎡,西南,高层(共32层),2016年建造,新地中央,光明,光明,光明大道,"西南,满五年,近地铁,车位充足",245.0,29974元/㎡,81.74,245.0,29974.0,2016.0,2.0
错过拍大腿 业主30个奶油风装修 周边没有竞品,3室2厅2卫,84㎡,东南,中层(共30层),2022年建造,恒大锦苑,龙岗,龙城国际,龙西中路60号,"东南,唯一住房,近地铁,次新房",201.0,23929元/㎡,84.0,201.0,23929.0,2022.0,3.0
景田北近莲花山公园  带私家花园能停车 南北通透 安静不吵,6室2厅3卫,239㎡,南北,低层(共7层),1998年建造,富霖花园,福田,景田北,商报东路49号,"南北,满五年,近地铁,多人关注",1520.0,63599元/㎡,239.0,1520.0,63599.0,1998.0,6.0
大花园小区，户型方正，使用率很高，装修保养的很不错,3室2厅2卫,115.51㎡,南,中层(共33层),1999年建造,新安湖花园(二三期),宝安,新安,兴华二路188号,"南,热门小区,南北通透,配套成熟",528.0,45711元/㎡,115.51,528.0,45711.0,1999.0,3.0
已出证可交易，  空置，豪装拎包入住。大3房2厅2卫2阳,3室2厅2卫,104.03㎡,西,低层(共62层),2023年建造,京基天韵府,罗湖,布心,东晓路3028号,"西,房东发布,有电梯,近地铁",543.0,52197元/㎡,104.03,543.0,52197.0,2023.0,3.0
福田中心区次新房 廊桥花园74平三房 现代精装 近口岸地铁口,2室2厅1卫,74.77㎡,南北,中层(共23层),2014年建造,廊桥花园(皇御苑五期),福田,皇岗,皇岗路,"南北,满五年,近地铁,采光较好",468.0,62592元/㎡,74.77,468.0,62592.0,2014.0,2.0
万科和颂轩97平三房两卫 自住装修 保养好 诚意出售,3室2厅2卫,97.28㎡,东南,低层(共32层),2020年建造,深国际万科和风轩,龙华,梅林关口,岭南路,"经纪人力荐,东南,满五年,近地铁",499.0,51296元/㎡,97.28,499.0,51296.0,2020.0,3.0
万科物业租售中心推荐 瑧湾汇3房2卫 装修温馨 看房方便,3室2厅2卫,74.03㎡,南北,高层(共33层),2021年建造,瑧湾汇,南山,华侨城,深湾一路,"南北,满五年,近地铁,车位充足",580.0,78347元/㎡,74.03,580.0,78347.0,2021.0,3.0
小高层电梯房 停车充足 价格360还能谈 租金可租6500,2室2厅1卫,75.06㎡,东南,中层(共11层),2007年建造,万科城,龙岗,万科城,坂雪岗大道,"东南,价格优惠,房东急售,随时可看",385.0,51293元/㎡,75.06,385.0,51293.0,2007.0,2.0
黄埔雅苑 方正户型 带车位 南向看花园 163平大五房,5室2厅2卫,163.04㎡,南北,中层(共23层),2001年建造,黄埔雅苑翠悠园,福田,福田中心区,福中路318号,"南北,房东发布,满五年,近地铁",1300.0,79736元/㎡,163.04,1300.0,79736.0,2001.0,5.0
急卖！万科清林径三期，正规三房两卫，中高楼层，拎包入住！！！,3室2厅2卫,86.98㎡,南,高层(共23层),2010年建造,万科清林径(三期),龙岗,龙岗中心城,"连心路,近朱古石路","南,满五年,绿化率高,采光较好",215.0,24719元/㎡,86.98,215.0,24719.0,2010.0,3.0
慢城(三期) 东南户型  近地铁 交通便利 看房方便,3室2厅2卫,88㎡,东南,低层(共18层),2008年建造,慢城(一二三期),布吉,慢城,科技园路8号,"东南,唯一住房,近地铁",330.0,37500元/㎡,88.0,330.0,37500.0,2008.0,3.0
花园小区，近地铁站，周边生活配套齐全！,3室2厅1卫,77.56㎡,南,高层(共28层),2010年建造,福保桂花苑,福田,保税区,桂花路19号,"南,满二年,近地铁,绿化率高",568.0,73234元/㎡,77.56,568.0,73234.0,2010.0,3.0
中粮大悦城 4室2厅 7百多   价格 看房找我 包搞定,4室2厅2卫,115.7㎡,南北,高层(共28层),2018年建造,大悦城天玺壹号,宝安,新安,创业二路,"南北,有电梯,近地铁,车位充足",788.0,68108元/㎡,115.7,788.0,68108.0,2018.0,4.0
龙岗中心城南，南北通透三室两厅，临近大型公园，享受自然与生活,4室2厅2卫,135.2㎡,南北,中层(共7层),1995年建造,紫薇花园,龙岗,龙城国际,龙潭路35号,"经纪人力荐,热门小区,南北通透,房东急售",340.0,25148元/㎡,135.2,340.0,25148.0,1995.0,4.0
南景苑新上笋盘，旁边就是南山文体中心，配套齐全。,3室2厅1卫,114.65㎡,南,低层(共31层),2002年建造,南景苑大厦,南山,南头,桃园路147号,"南,唯一住房,近地铁,采光较好",468.0,40820元/㎡,114.65,468.0,40820.0,2002.0,3.0
横岗天虹旁！信义金御山南北通精装大三房横岗地铁口直连随时看房,3室2厅1卫,79㎡,东南,中层(共32层),2022年建造,信义金御山居,龙岗,横岗,广达路27号,"东南,满五年,近地铁,次新房",240.0,30380元/㎡,79.0,240.0,30380.0,2022.0,3.0
五一买房喜气洋洋！       ，有  钥匙！,2室2厅1卫,83.95㎡,西北,低层(共32层),1997年建造,中银花园,福田,福田中心区,福中一路1006号,"西北,满五年,近地铁,车位充足",346.0,41216元/㎡,83.95,346.0,41216.0,1997.0,2.0
百鸽笼 精装可拎包入住 双卫 满五 商品住宅 停车方便,4室2厅2卫,88.92㎡,南,高层(共39层),2016年建造,信义金御半山(三期),布吉,百鸽笼,翔鸽路,"南,满五年,近地铁,车位充足",525.0,59042元/㎡,88.92,525.0,59042.0,2016.0,4.0
新出好房，超温馨的装修，华润品质之作，华润银湖蓝山3房,3室2厅1卫,88.73㎡,南,低层(共31层),2016年建造,银湖蓝山润园,罗湖,银湖,北环大道1028号,"南,满五年,近地铁,绿化率高",699.0,78779元/㎡,88.73,699.0,78779.0,2016.0,3.0
水官高速免费啦 预计还有新利好 大三房总价  的一套,3室2厅1卫,86.24㎡,北,高层(共30层),2009年建造,中海康城花园,龙岗,大运,清辉路149号,"北,满五年,近地铁,车位充足",218.0,25279元/㎡,86.24,218.0,25279.0,2009.0,3.0
格澜郡一期，配套成熟，住家舒适，业主  急卖，看房方便有钥匙,3室2厅2卫,95.62㎡,东南,中层(共11层),2007年建造,中航格澜阳光花园(一期),龙华,观澜,大和路,"经纪人力荐,东南,唯一住房,近地铁",328.0,34303元/㎡,95.62,328.0,34303.0,2007.0,3.0
刚调价！老业主定居国外诚售！ 中间楼层开阔视野，预约可看房,3室2厅1卫,121.55㎡,西北,低层(共29层),2000年建造,中海华庭,福田,福田中心区,民田路89号,"西北,满五年,近地铁,绿化率高",890.0,73221元/㎡,121.55,890.0,73221.0,2000.0,3.0
华润银湖蓝山三房出售,3室2厅2卫,89.41㎡,南,中层(共31层),2015年建造,银湖蓝山润园,罗湖,银湖,北环大道1028号,"南,满五年,近地铁,绿化率高",760.0,85002元/㎡,89.41,760.0,85002.0,2015.0,3.0
白石洲地铁口中海物业精装大两居视野好，带固定车位性价比很高,2室2厅1卫,74.61㎡,南北,中层(共32层),2003年建造,中海深圳湾畔花园,南山,华侨城,沙河东路186号,"南北,满五年,近地铁",489.0,65541元/㎡,74.61,489.0,65541.0,2003.0,2.0
新天石厦铭苑，朝南采光  ，厅出阳台，带地面花园，    环,3室2厅1卫,88㎡,南,低层(共40层),2024年建造,新天石厦铭苑,福田,石厦,石厦路,"南,有电梯,近地铁,次新房",620.0,70455元/㎡,88.0,620.0,70455.0,2024.0,3.0
翻身地铁口花园社区电梯两房业主诚意惜售！,3室2厅1卫,83㎡,南北,高层(共13层),2001年建造,洪福雅苑,宝安,翻身路,翻身路,"南北,热门小区,配套成熟,优势户型",286.0,34458元/㎡,83.0,286.0,34458.0,2001.0,3.0
笋盘 地铁口 大信花园3房2厅2卫 价格有空间 只交契税,3室2厅2卫,97㎡,南北,低层(共8层),2002年建造,大信花园,龙华,龙华中心区,龙发路215号,"南北,热门小区,近地铁",300.0,30928元/㎡,97.0,300.0,30928.0,2002.0,3.0
业主急卖 客厅南北通透 户型方正 98平三房2卫 桂园小,3室2厅1卫,98.16㎡,南北,高层(共24层),1996年建造,桂花大厦,罗湖,蔡屋围,桂园路46-2号,"南北,有电梯,近地铁",340.0,34638元/㎡,98.16,340.0,34638.0,1996.0,3.0
房子户型比较不错，宽敞实用，非常适合居家。,3室2厅2卫,83.13㎡,东北,中层(共33层),2014年建造,栖游记,南山,蛇口,湾厦路128号,"东北,满五年,近地铁,采光较好",628.0,75545元/㎡,83.13,628.0,75545.0,2014.0,3.0
万丰海岸城瑧园中楼层，业主诚心出售，周边配套齐全，生活便利，,3室2厅2卫,98㎡,西北,中层(共44层),2020年建造,万丰海岸城,宝安,马安山,万丰中路245号,"西北,有电梯,近地铁,采光较好",520.0,53062元/㎡,98.0,520.0,53062.0,2020.0,3.0
博林君瑞 高档社区 景观好房   户型 稍纵即逝,3室2厅2卫,89.11㎡,西南,高层(共33层),2018年建造,博林君瑞,宝安,沙井,"中心路,近上星南路","西南,有电梯,近地铁,户型方正",320.0,35911元/㎡,89.11,320.0,35911.0,2018.0,3.0
中骏精装修三房，业主诚心出售，看房方便！！！,3室2厅1卫,84.26㎡,南,低层(共31层),2016年建造,中骏四季阳光二期,龙岗,同乐,同富路,"南,房东发布,满五年,近地铁",188.5,22372元/㎡,84.26,188.5,22372.0,2016.0,3.0
香蜜核心区！小高层社区近地铁，邻福田实验侨香，金地网球场,3室2厅2卫,121.53㎡,南北,中层(共18层),2004年建造,金地香蜜山,福田,香蜜湖,安托山九路2号,"南北,满五年,近地铁,绿化率高",950.0,78170元/㎡,121.53,950.0,78170.0,2004.0,3.0
（ 00上车）漂亮户型豪华装修 看花园,3室2厅2卫,104.03㎡,南北,低层(共62层),2025年建造,京基天韵府,罗湖,布心,东晓路3028号,"南北,热门小区,价格优惠,房东急售",450.0,43257元/㎡,104.03,450.0,43257.0,2025.0,3.0
万丰海岸城瑧园，方正户型，通风采光佳，楼龄新，紧邻    ，,3室2厅2卫,90㎡,南,低层(共43层),2020年建造,万丰海岸城,宝安,马安山,万丰中路245号,"南,满五年,近地铁",360.0,40000元/㎡,90.0,360.0,40000.0,2020.0,3.0
前海南向大三房，20平大阳台，业主诚心卖，看房随时方便,3室2厅1卫,102.61㎡,南,低层(共28层),2004年建造,星海名城(三期),南山,前海,前海路3101号,"南,热门小区,优势户型,价格优惠",618.0,60229元/㎡,102.61,618.0,60229.0,2004.0,3.0
大族云峰看花园大三房诚心急售,3室2厅2卫,104㎡,西,中层(共29层),2019年建造,大族云峰一期,龙岗,坂田,"永香路,近虎山路","西,满五年,近地铁,车位充足",530.0,50962元/㎡,104.0,530.0,50962.0,2019.0,3.0
业主诚心出售，价格可以沟通，看房方便,3室2厅2卫,127.56㎡,东南,低层(共17层),2000年建造,东海花园(二期),福田,香蜜湖,香林路22号,"东南,满五年,近地铁",1600.0,125432元/㎡,127.56,1600.0,125432.0,2000.0,3.0
欲买桂花同载酒 好房我这全都有 有套珍藏2xx电我，桂花大厦,3室2厅1卫,98.16㎡,西,高层(共24层),1997年建造,桂花大厦,罗湖,蔡屋围,桂园路46-2号,"西,热门小区,价格优惠,房东急售",313.0,31886元/㎡,98.16,313.0,31886.0,1997.0,3.0
带露台急出 宝安中心壹方城三条地铁线出行方便，理想家居选择。,3室2厅1卫,94.26㎡,东北,低层(共30层),2005年建造,丽晶国际,宝安,宝安中心区,创业一路1006号,"东北,房东发布,满五年,近地铁",650.0,68959元/㎡,94.26,650.0,68959.0,2005.0,3.0
金众香诗美林 楼层好 出行方便 精装可拎包入住 低密度社区,2室2厅1卫,80.82㎡,南北,中层(共18层),2005年建造,金众香诗美林,福田,竹子林,竹子林四路8号,"南北,满五年,近地铁",500.0,61866元/㎡,80.82,500.0,61866.0,2005.0,2.0
幸福里新出高层无遮挡，看万象城夜景，代号688，看房密码随时,2室1厅2卫,95.75㎡,南北,中层(共48层),2009年建造,幸福里,罗湖,蔡屋围,宝安南路1661号,"南北,满五年,近地铁,车位充足",686.0,71645元/㎡,95.75,686.0,71645.0,2009.0,2.0
前海  顶复 带私家露台 仅770万！,4室2厅2卫,117.31㎡,东,高层(共18层),2004年建造,星海名城(三期),南山,前海,前海路3101号,"东,热门小区,配套成熟,随时可看",770.0,65639元/㎡,117.31,770.0,65639.0,2004.0,4.0
福田深圳湾海景房，金域蓝湾，74平，高楼层精装修诚意出售,2室2厅1卫,73.22㎡,西南,高层(共33层),2003年建造,万科金域蓝湾,福田,下沙,福荣路68号,"西南,近地铁,采光较好",680.0,92871元/㎡,73.22,680.0,92871.0,2003.0,2.0
交通便利 正规商品房 购物方便 近医院 精装好房 南北通透,4室2厅1卫,101㎡,南北,高层(共8层),1997年建造,龙园山庄,罗湖,清水河,红岗路1299号,"南北,满五年,近地铁",308.0,30496元/㎡,101.0,308.0,30496.0,1997.0,4.0
(新出）价格有惊喜，急需一笔资金投资项目，所以诚心，你懂得,3室2厅1卫,75.17㎡,东北,中层(共46层),2015年建造,绿景虹湾,福田,下梅林,北环大道6098号,"东北,唯一住房,近地铁,车位充足",469.0,62392元/㎡,75.17,469.0,62392.0,2015.0,3.0
中航北苑大厦 近地铁 楼层好 商业配套齐全 刚需两居,2室2厅1卫,94.78㎡,东,中层(共31层),2012年建造,中航北苑大厦,福田,华强北,中航路42号,"东,唯一住房,近地铁,采光较好",699.0,73750元/㎡,94.78,699.0,73750.0,2012.0,2.0
香域中央小区，安静看小区花园的，看香蜜湖公园，荔外深高,3室2厅2卫,145.63㎡,东西,高层(共17层),2005年建造,香域中央花园,福田,香蜜湖,农园路66号,"东西,热门小区,房东急售,随时可看",2120.0,145575元/㎡,145.63,2120.0,145575.0,2005.0,3.0
莲花一村 商品住宅 小三居 精装可拎包入住 满五唯一,3室2厅1卫,72㎡,南北,低层(共7层),1994年建造,莲花一村,福田,莲花村,笋岗西路4001号,"南北,房东急售",470.0,65278元/㎡,72.0,470.0,65278.0,1994.0,3.0
租售比高，业主紧急置换，急需出售，有兴趣可了解,2室2厅1卫,65㎡,南,中层(共48层),2019年建造,深物业金领,福田,皇岗,福田南路40号,"南,有电梯,近地铁,采光较好",401.0,61693元/㎡,65.0,401.0,61693.0,2019.0,2.0
怡庭园 满五唯一 商圈成熟 装修好 产权清晰 近医院,4室2厅2卫,153.18㎡,南,中层(共22层),1996年建造,怡庭园,南山,蛇口,爱榕路50号,"南,满五年,近地铁,采光较好",920.0,60061元/㎡,153.18,920.0,60061.0,1996.0,4.0
精装好房 满五唯一 交通便捷 购物方便 双卫格局 商品房,5室2厅2卫,124.49㎡,东南,高层(共11层),2007年建造,中航格澜阳光花园(二期),龙华,观澜,大和路85号,"东南,优势户型,公摊小,价格优惠",500.0,40164元/㎡,124.49,500.0,40164.0,2007.0,5.0
万科公园里 小三居 有电梯 商品房 满五唯一 中间好楼层,3室2厅2卫,86.95㎡,西南,中层(共31层),2016年建造,万科公园里,布吉,南岭,樟富北路8号,"西南,满五年,户型方正",339.0,38988元/㎡,86.95,339.0,38988.0,2016.0,3.0
高楼层，好景观）私我咨询业主底价，可免个税，深中  空置,3室2厅1卫,76㎡,东南,中层(共50层),2019年建造,德弘天下,罗湖,田贝,文锦北路1058号,"东南,有电梯,近地铁,采光较好",555.0,73027元/㎡,76.0,555.0,73027.0,2019.0,3.0
东方明珠城新出！可谈30万！未来双语书位！深大城际龙城广场,4室2厅2卫,94.95㎡,南,高层(共32层),2004年建造,东方明珠城,龙岗,龙岗中心城,龙河路19号,"南,满五年,近地铁,人气热搜",191.0,20116元/㎡,94.95,191.0,20116.0,2004.0,4.0
新出急卖31房，看小区花园的，看房随时约，业主五一前出货。,3室2厅1卫,89.7㎡,南北,低层(共34层),2012年建造,深云村,南山,桃源村,深云路28号,"南北,满五年,近地铁",735.0,81940元/㎡,89.7,735.0,81940.0,2012.0,3.0
龙胜地铁口 港铁B区精装三房 业主急售,3室2厅2卫,87.83㎡,南北,低层(共31层),2017年建造,港铁天颂,龙华,民治,和平路374号,"南北,满五年,近地铁,多人关注",370.0,42127元/㎡,87.83,370.0,42127.0,2017.0,3.0
精装三房 东南朝向 全屋智能健康 宜居无噪音,3室2厅2卫,97.14㎡,南北,中层(共46层),2022年建造,深铁阅山境花园,南山,大学城,留仙大道,"南北,满五年,近地铁,车位充足",628.0,64649元/㎡,97.14,628.0,64649.0,2022.0,3.0
南山大学城安静次新小区，性价比好房，诚心出售,3室2厅2卫,88.64㎡,东北,高层(共29层),2014年建造,桑泰水木丹华,南山,大学城,学苑大道1227号,"东北,满五年,近地铁,采光较好",568.0,64080元/㎡,88.64,568.0,64080.0,2014.0,3.0
华强南御景华城装修超好 看CBD景观 门口就是地铁7号线,3室1厅1卫,68.59㎡,东,高层(共34层),2005年建造,京基御景华城,福田,赤尾,滨河大道3001号,"东,满五年,近地铁,车位充足",301.0,43884元/㎡,68.59,301.0,43884.0,2005.0,3.0
次新房 商业配套齐全 刚需小三居 临地铁 高楼层采光充足,3室2厅1卫,98㎡,南北,高层(共30层),2024年建造,中粮福田大悦广场,福田,下梅林,梅秀路1号,"南北,近地铁,次新房,户型方正",320.0,32654元/㎡,98.0,320.0,32654.0,2024.0,3.0
