标题,户型,面积,朝向,楼层,建造年份,小区名称,区域,商圈,地址,标签,总价(万),单价(元/㎡)
急！雅居苑 红本按揭过户 送车位 租金4千 来电咨询打5折,3室15厅1卫,99㎡,南北,中层(共14层),2010年建造,雅居苑,宝安,西乡,宝安大道1010号,"南北,满五年,近地铁",112,11314元/㎡
全屋定制！鸿翔花园 南向3房 置换急卖！随时可看，价格可谈！,3室2厅1卫,98.35㎡,南北,高层(共33层),2005年建造,鸿翔花园,罗湖,国贸,松园路68号,"热门小区,南北通透,房东急售",699,71073元/㎡
花样年好时光(一期) 医疗配套成熟 车位充足 楼层好,2室2厅1卫,71.97㎡,南北,高层(共43层),2022年建造,花样年好时光(一期),坪山,坪山,东纵路403号,"南北,满五年,近地铁,车位充足",144,20009元/㎡
全新装修拎包入住，中银花园2房诚心出售，业主诚心急卖,2室2厅1卫,84.79㎡,东北,高层(共32层),1997年建造,中银花园,福田,福田中心区,福中一路1006号,"东北,满五年,近地铁,车位充足",385,45407元/㎡
推窗即山景！莲花山 灯光秀，东南向MVP户型，诚售,3室2厅2卫,96.61㎡,东南,高层(共29层),1994年建造,景新花园,福田,景田北,莲花路2002号,"东南,满五年,近地铁,采光较好",498,51548元/㎡
月供顶~不住啦 只要165 坪山中心区双地铁口精装大三房,3室2厅2卫,99.7㎡,南北,中层(共43层),2022年建造,花样年好时光(一期),坪山,坪山,东纵路403号,"南北,满二年,近地铁,车位充足",165,16550元/㎡
公园旁地铁口物业 急售价格可谈 看房方便,2室2厅1卫,62㎡,东南,低层(共32层),2010年建造,田贝花园,罗湖,洪湖,文锦北路1081号,"东南,满五年,近地铁,采光较好",248,40000元/㎡
鸿荣源物业，准电梯精装修大三房，急卖，看房方便 欢迎私聊,3室2厅1卫,89.58㎡,西南,高层(共8层),1988年建造,弘雅花园(二期),宝安,新安,上川路32号,"西南,南北通透,优势户型,房东急售",399,44542元/㎡
光明新村~中层~小区安静舒适~明厨~明卫~南北户型,3室2厅2卫,80㎡,南北,中层(共25层),2016年建造,光明新村,光明,光明,华裕路,"南北,满五年,近地铁,多人关注",120,15000元/㎡
莲花山正规四房，超大阳台，通风采光,4室2厅2卫,135㎡,东,中层(共31层),2000年建造,天健名苑,福田,景田南,商报东路19号,"东,满二年,近地铁,车位充足",630,46667元/㎡
沙井 满五 双卫格局 小三房 精装可拎包入住 小区新 电梯房,3室2厅2卫,88.99㎡,南,低层(共33层),2015年建造,博林君瑞,宝安,沙井,"中心路,近上星南路","南,满五年,近地铁,户型方正",336.8,37847元/㎡
福田带私家院子的房子，还带固定车位！,3室2厅1卫,98.59㎡,南北,低层(共8层),1984年建造,滨江新村,福田,上步,东园路77号,"南北,满五年,近地铁,采光较好",438,44427元/㎡
潮汕 福建客户  ，南向露台方正三房，业主  委托,3室2厅2卫,98.06㎡,北,低层(共9层),1998年建造,嘉洲豪园,福田,新洲,滨河大道9013号,"北,满五年,近地铁,采光较好",540,55069元/㎡
高层朝南 3房2卫 次新小区 满5年   花园大 急卖,3室2厅2卫,85.99㎡,南,高层(共32层),2019年建造,佳兆业御景佳园(一期),盐田,盐田,洪安路,"南,热门小区,价格优惠,房东急售",252,29306元/㎡
商品房 购物方便 临地铁 小区新 精装修 满五,4室2厅3卫,150.2㎡,南,中层(共37层),2016年建造,万科公园里,布吉,南岭,樟富北路8号,"南,满五年,采光较好",568,37817元/㎡
香蜜湖香雅园.电梯小高层大三房业主诚心卖,3室2厅2卫,94.43㎡,东南,低层(共19层),2006年建造,香雅园,福田,香蜜湖,香水一街5号,"东南,满五年,近地铁",938,99333元/㎡
俊景豪园 商圈成熟 装修好 交通便捷 双卫生间 有电梯,3室2厅2卫,111.46㎡,东,低层(共30层),2003年建造,俊景豪园,福田,景田北,香梅路2002号,"东,满五年,近地铁,采光较好",688,61727元/㎡
鸿荣源次新小区大三房急售，可谈价，装修好,3室2厅2卫,88.27㎡,西南,低层(共48层),2020年建造,壹成中心第三区,龙华,龙华中心区,工业路,"西南,满五年,近地铁,采光较好",398,45089元/㎡
临地铁 精装修 中间好楼层 购物方便 交通便捷 医疗配套成熟,1室1厅1卫,41.42㎡,北,中层(共23层),2004年建造,东方新地,南山,南头,深南大道,"北,满五年,近地铁,人气热搜",199,48045元/㎡
福田中心区23年次新小区，现在业主急出,3室2厅2卫,98.31㎡,南,高层(共48层),2023年建造,福安瑞府,福田,福田中心区,彩田路,"南,热门小区,近地铁,新上小区",838,85241元/㎡
龙华地铁口大信花园精装三房，诚心出售,3室2厅2卫,97.28㎡,南北,低层(共8层),2002年建造,大信花园,龙华,龙华中心区,龙发路215号,"南北,满五年,近地铁,绿化率高",330,33923元/㎡
金融街业主急售大四房，高楼层双地铁，凤凰城，万达广场,4室2厅2卫,115.13㎡,北,高层(共37层),2020年建造,金融街华发融御华府,光明,光明,科能路,"北,满五年,近地铁,采光较好",420,36481元/㎡
业主换房急售，万科品质物业，居家舒适,3室2厅1卫,84.66㎡,南北,低层(共9层),1997年建造,万科城市花园,福田,景田北,香梅路2038号,"南北,满五年,近地铁",788,93079元/㎡
临地铁 商业配套成熟 小三居 正规商品房 中间好楼层 双卫,3室2厅2卫,96㎡,南,中层(共46层),2023年建造,招商臻城,布吉,下水径,联中路,"南,满五年,近地铁,次新房",334,34792元/㎡
橄榄鹏苑 正规3居 拎包入住 婚房   社区环境,3室2厅1卫,95㎡,南,中层(共32层),2013年建造,橄榄鹏苑,福田,福田中心区,彩田路3030号,"南,满五年,近地铁,车位充足",285,30000元/㎡
西荟城大3房 高使用率 280可以谈,3室2厅2卫,89.99㎡,南,低层(共32层),2013年建造,西荟城三期,宝安,沙井,"新沙路,近教育北路","南,热门小区,配套成熟,价格优惠",310,34449元/㎡
西乡地铁口，东南向正规三房，赠送露台,3室2厅1卫,93.22㎡,东南,中层(共9层),2002年建造,大益广场,宝安,西乡,"共和工业路,近西乡大道","东南,房东发布,满五年,近地铁",350,37546元/㎡
留仙苑~温馨有家~端正大气~装修好~业主诚意卖~  停车免费,3室2厅2卫,78㎡,东南,中层(共9层),2014年建造,留仙苑,南山,西丽,沙河西路3291号,"东南,满五年,近地铁,车位充足",179.8,23052元/㎡
户型方正，通风采光俱佳，客厅出阳台，使用率高,2室2厅1卫,64.91㎡,南北,中层(共27层),2003年建造,帝港海湾豪园,福田,保税区,桂花路11号,"南北,满五年,近地铁,采光较好",328,50532元/㎡
近地铁 10 号线光雅园站约 200 ！龙岸君粼，畅达全城,2室2厅1卫,86㎡,南,,2025年建造,龙岸·君粼,龙华,梅林关口,雅园路与华南路交汇处,"客餐厅相连,主卧套房,私密性好,轨交房",640,74419元/㎡
来电独享提前反点 项目车接车送 现场再开额外折扣 等您来电！,2室2厅1卫,67㎡,东南,,2027年建造,塘城NEXTTOWN,龙华,龙华,布龙路与建设东路交汇处南侧,"客餐厅相连,厨卫全明,卧室全朝南,多轨交",433,64627元/㎡
一站到福田罗湖近南山3房2卫精装修地铁口大阳台349万视野好,3室2厅2卫,89㎡,南,,2026年建造,远洋天萃世纪,龙岗,坂田,地铁10号线光雅园站B出口,"厨卫全明,私密性好,客餐厅相连,多轨交",434,48765元/㎡
光明中心区中建观玥加推新规户型290万   车三房,3室2厅2卫,80㎡,东南,,2026年建造,中建·观玥,光明,光明,观光路与光侨路交汇处东南侧,"厨卫全明,私密性好,主卧套房,多轨交",314,39250元/㎡
前海 星海名城 临地铁 商品房 医疗配套成熟 双卫 环境好,3室2厅2卫,90.6㎡,东北,中层(共9层),2000年建造,星海名城(一期),南山,前海,前海路3101号,"东北,满五年,近地铁,绿化率高",496,54747元/㎡
前海花园新出两居室 有证    正南向 采光充足 无记录,3室2厅1卫,81.24㎡,西,中层(共17层),2004年建造,前海花园,南山,前海,桃园路288号,"西,满五年,近地铁,采光较好",380,46775元/㎡
自园岭新村，跟园岭业主非常熟大四房出售,4室2厅1卫,92.62㎡,南北,高层(共7层),1983年建造,园岭新村,福田,园岭,笋岗西路2057号,"南北,房东发布,满五年,近地铁",496,53553元/㎡
11XX可卖 深高 中间好楼层 双卫格局 近地铁,3室2厅2卫,87㎡,南北,中层(共27层),2014年建造,锦庐花园,福田,香蜜湖,侨香四路,"南北,热门小区,配套成熟,价格优惠",1248,143449元/㎡
中央悦城6房业主诚心出售,4室2厅3卫,164.04㎡,南北,共3层,2006年建造,中央悦城,龙岗,龙岗中心城,长兴北路3号,"南北,满五年,近地铁,绿化率高",498,30359元/㎡
罗湖次新 翠园东晓 黄贝岭地铁口 深业东岭 精装3房急卖,3室2厅2卫,85.83㎡,西,高层(共45层),2017年建造,深业东岭,罗湖,黄贝岭,深南东路1002号,"西,满五年,近地铁,采光较好",528,61517元/㎡
全屋定制！鸿翔花园 南向3房 置换急卖！随时可看，价格可谈！,3室2厅1卫,98.35㎡,南北,高层(共33层),2005年建造,鸿翔花园,罗湖,国贸,松园路68号,"南北,满五年,近地铁,采光较好",699,71073元/㎡
沙头角精装3房核心商圈海山地铁口好户型满5年,3室2厅2卫,89.31㎡,西南,中层(共26层),2016年建造,上善梧桐苑,盐田,沙头角,海山路98号,"西南,唯一住房,近地铁,绿化率高",388,43445元/㎡
南山意境 交通便捷 商品住宅 双卫 医疗配套成熟 豪华精装,3室2厅2卫,77.1㎡,南北,低层(共32层),2012年建造,南山意境,南山,南头,南青路18号,"南北,满五年,近地铁,多人关注",250,32426元/㎡
单月成交8套，别人没有的价格业主说有客户就卖，龙华实验空置,3室2厅1卫,83.76㎡,西北,中层(共48层),2023年建造,中海汇德理花园,龙华,龙华,洁玉街,"西北,热门小区,近地铁,房东急售",479,57188元/㎡
佳兆业城市广场三房，     ，厅出阳台，光线充足,3室2厅1卫,89.46㎡,南,中层(共47层),2013年建造,佳兆业城市广场(一期),龙岗,坂田,坂雪岗大道1166号,"南,满五年,近地铁,车位充足",375,41919元/㎡
万科启城家园 出行方便 朝南 临地铁 带电梯 次新房 小三居,3室2厅2卫,104㎡,南,低层(共34层),2023年建造,万科启城家园,龙华,龙华区政府,碧澜路,"南,满二年,近地铁,次新房",335,32212元/㎡
香蜜三村 双卫 出行方便 满五 医疗配套成熟 刚需小三居,3室2厅2卫,99㎡,北,中层(共18层),1995年建造,香蜜三村,福田,景田南,景田南四街30号,"北,有电梯,近地铁,户型方正",380,38384元/㎡
区政府旁，叠加别墅，精装修，带私家花园,4室2厅2卫,205.19㎡,南,低层(共15层),2007年建造,桐林花园,盐田,沙头角,海山路99号,"南,有电梯,近地铁,车位充足",890,43375元/㎡
山海四季二期华府小区，价格可谈，配套齐全，交通便利,4室2厅2卫,115㎡,东南,中层(共39层),2023年建造,山海四季二期华府,盐田,盐田,东海道,"东南,有电梯,近地铁,车位充足",450,39131元/㎡
户型方正，通风采光俱佳，客厅出阳台，使用率高,2室2厅1卫,64.91㎡,南北,中层(共27层),2003年建造,帝港海湾豪园,福田,保税区,桂花路11号,"南北,热门小区,近地铁,配套成熟",328,50532元/㎡
万达广场楼上，福城新纪元，精装3房2卫，中间楼层，随时看房,3室2厅2卫,86㎡,西北,中层(共29层),2018年建造,福城前海新纪元,宝安,新安,宝民一路,"西北,唯一住房,近地铁,户型方正",250,29070元/㎡
255！三房！红本在手没有什么税费，随时看房，双地铁6号13,3室2厅2卫,89.1㎡,南北,低层(共32层),2018年建造,中粮云景花园(南区),光明,公明,创业路,"南北,满五年,近地铁,车位充足",260,29181元/㎡
硬核好房 地段配套双   花少钱享主城全配套,3室1厅0卫,84.71㎡,东南,低层(共32层),1991年建造,海富花园,罗湖,黄贝岭,深南东路1017号,"东南,满五年,近地铁,采光较好",265,31284元/㎡
真笋盘，岗厦北正规两房二字头出售，高楼层视野好，看房找小杨,2室1厅1卫,61㎡,南北,高层(共32层),2001年建造,彩天名苑,福田,岗厦,彩田南路3016号,"南北,满五年,近地铁",290,47541元/㎡
福田 中心区 大社区 新规 楼盘 首推,4室2厅2卫,105㎡,南,,2028年建造,卓越缦悦,福田,福田中心区,福民路38号,"厨卫全明,南北通透,主卧套房,多轨交",1208,115048元/㎡
总层11楼小高层住宅公园环绕，地铁便捷多所  环绕居家,3室2厅2卫,94.21㎡,南,低层(共11层),2021年建造,深铁瑞城,光明,光明,光侨路,"南,热门小区,近地铁,优势户型",448,47554元/㎡
中海寰宇时代 电梯房 刚需小三居 近地铁 正规商品房 小区新,3室2厅2卫,89.64㎡,南,低层(共36层),2018年建造,中海寰宇时代,光明,光明,明政路,"南,满二年,近地铁,次新房",395,44066元/㎡
急急急，工作调动换房急售，豪华装修，拎包入住！,3室2厅2卫,101.18㎡,南北,高层(共11层),2002年建造,阳光棕榈园,南山,前海,前海路2057号,"南北,满五年,近地铁,多人关注",590,58312元/㎡
龙岗标杆！公园大地豪装南北通大四房 满五年近地铁 来电可看房,4室2厅2卫,140.97㎡,南北,高层(共11层),2015年建造,公园大地,龙岗,龙岗中心城,龙翔大道6063号,"南北,满五年,近地铁,车位充足",538,38165元/㎡
（新出急卖）业主没住过，总价低，深中空置，双龙抱珠,3室2厅2卫,101㎡,南北,中层(共32层),2024年建造,丹华公馆,南山,西丽,打石一路237,"南北,满五年,近地铁,次新房",542,53664元/㎡
地铁口小洋房，豪华装修7房2卫，满足你三代需求,7室2厅2卫,170.04㎡,南北,共4层,2008年建造,泰华阳光海,宝安,碧海湾,悦和路6号,"南北,有电梯,近地铁,车位充足",1280,75277元/㎡
已出证！急急急！业主急售！御龙天地大三房 近地铁 看房方便,3室2厅2卫,108㎡,南,中层(共55层),2025年建造,御龙天地,罗湖,翠竹,华丽路,"南,热门小区,房东急售,随时可看",599,55463元/㎡
富通上舍 南向 精装 3室 115.96m，总裁海景！！！,3室2厅2卫,115.96㎡,西南,高层(共20层),2023年建造,富通九曜公馆,福田,新洲,新沙路18号,"西南,满二年,近地铁,次新房",750,64678元/㎡
名居山河里精装大四房南北通透双阳台高楼层采光通风俱佳看房方便,4室2厅2卫,119㎡,南北,高层(共38层),2024年建造,名居山河里(1期),龙岗,横岗,龙岗大道,"南北,近地铁,次新房,采光较好",263,22101元/㎡
婚房精装 满五   业主急出  好谈价,3室2厅1卫,91.44㎡,南,低层(共35层),1995年建造,碧湖花园(罗湖),罗湖,洪湖,洪湖路20号,"南,满五年,近地铁,车位充足",271,29637元/㎡
有电梯 近地铁 满五 商品住宅 商圈成熟 医疗配套成熟,3室2厅1卫,99.24㎡,西南,低层(共30层),1997年建造,龙园山庄,罗湖,清水河,红岗路1299号,"西南,满五年,近地铁",292,29424元/㎡
名居山河里南北通三房看花园 永湖地铁站 有钥匙价格可谈,3室2厅2卫,102㎡,南北,高层(共46层),2025年建造,名居山河里(1期),龙岗,横岗,龙岗大道,"南北,满五年,近地铁,次新房",248,24314元/㎡
金融街业主急售大四房，高楼层双地铁，凤凰城，万达广场,4室2厅2卫,115.13㎡,北,高层(共37层),2020年建造,金融街华发融御华府,光明,光明,科能路,"北,热门小区,近地铁,配套成熟",420,36481元/㎡
